default,t_risco,valor_emprestimo,prazo_pagamento,limite_credito,renda,signo,genero,perfil_facebook,n_emprestimos_inadiplentes
False,0.35,9025.91,36.0,,50031.43,pisce,m,False,0.0
False,0.31,6321.61,36.0,0.0,55029.49,cance,m,False,0.0
False,0.36,24596.83,60.0,20148.0,62024.45,cance,,False,0.0
True,0.13,18020.85,60.0,29989.0,45013.9,taur,m,True,0.0
False,0.25,1018.0,36.0,74316.0,52017.51,,m,False,0.0
True,0.27,7014.14,36.0,78430.0,55021.02,,m,False,0.0
False,0.43,20438.74,60.0,24190.0,54012.5,gemi,f,False,0.0
False,0.16,14423.76,36.0,7000.0,50012.89,virg,m,False,0.0
False,0.37,12020.81,36.0,,150023.13,leo,f,,0.0
False,0.38,24015.85,36.0,0.0,130065.72,cance,m,False,0.0
False,0.29,10020.06,36.0,10856.0,60025.21,aqua,m,False,0.0
False,0.2,10637.23,36.0,7700.0,32019.95,capr,m,True,0.0
False,0.57,21870.64,36.0,6652.0,50013.45,,f,False,0.0
False,0.21,8009.47,36.0,0.0,119015.22,,f,True,0.0
False,0.21,2114.63,36.0,,72011.07,,m,True,0.0
False,0.28,4027.73,36.0,,61291.01,pisce,m,False,0.0
True,0.44,14435.34,60.0,8626.0,98009.19,,f,False,0.0
False,0.4,30030.78,36.0,76341.0,198019.26,scor,m,False,0.0
False,0.21,35021.11,36.0,51132.0,168008.81,virg,m,False,0.0
False,0.28,14328.1,36.0,,47891.32,,m,False,0.0
False,0.2,1826.42,36.0,28318.0,70025.92,virg,m,False,0.0
False,0.23,10010.78,36.0,12558.0,75040.68,virg,m,False,0.0
True,0.3,16028.38,36.0,0.0,37026.6,pisce,m,False,0.0
False,0.26,2024.36,36.0,40593.0,50036.99,leo,m,True,0.0
False,0.27,10027.24,36.0,49236.0,69065.98,,m,True,0.0
False,0.21,12031.63,36.0,8191.0,94015.26,,f,False,0.0
False,0.22,12014.52,36.0,,155023.23,virg,m,True,0.0
False,0.27,5471.8,36.0,0.0,100025.31,cance,m,False,0.0
True,0.31,7221.46,36.0,0.0,43031.08,leo,m,True,0.0
False,0.3,21008.66,60.0,28150.0,55009.25,capr,f,False,0.0
False,0.35,1231.13,36.0,,42015.36,capr,m,True,0.0
False,0.32,10010.6,36.0,7192.0,134010.88,,m,False,0.0
False,0.61,24410.2,60.0,,61011.92,aqua,f,False,0.0
False,0.34,7530.43,36.0,,126017.86,,f,False,0.0
False,0.34,35018.74,60.0,0.0,134020.45,,f,,0.0
False,0.19,15040.02,36.0,,61012.37,arie,f,True,0.0
False,0.25,20022.61,36.0,31365.0,96020.82,sagi,f,True,0.0
False,0.16,8011.16,36.0,,51471.27,,m,False,0.0
True,0.36,32412.66,60.0,29687.0,350022.21,leo,m,False,0.0
False,0.42,6043.66,36.0,0.0,54420.65,pisce,,False,0.0
False,0.36,12040.59,36.0,0.0,104509.68,pisce,m,False,0.0
True,0.45,6025.51,36.0,60481.0,45036.7,,m,True,0.0
False,0.3,14113.29,60.0,0.0,40031.12,leo,f,False,0.0
False,0.1,13436.08,36.0,0.0,90138.67,,m,True,0.0
,0.34,12008.11,60.0,50910.0,60013.75,pisce,,False,0.0
False,0.42,10769.47,36.0,0.0,40015.71,libr,f,True,0.0
False,0.4,19777.98,60.0,4501.0,45018.78,arie,f,True,0.0
False,0.53,5008.36,36.0,0.0,55028.69,libr,m,False,0.0
False,0.38,22034.97,36.0,,97033.04,cance,f,False,0.0
False,0.35,11025.35,36.0,7926.0,53029.76,virg,m,True,0.0
False,0.31,20014.59,36.0,0.0,84019.79,,m,False,0.0
True,0.45,4380.73,36.0,0.0,15114.68,arie,m,,0.0
False,0.17,13630.73,36.0,,33752.87,,m,True,0.0
True,0.37,7523.19,36.0,33000.0,27298.71,,m,False,0.0
True,0.27,16785.7,60.0,,43892.94,libr,m,True,0.0
False,0.21,3032.01,36.0,,62527.9,virg,f,False,0.0
True,0.32,21025.85,36.0,0.0,55007.43,,m,True,0.0
False,0.19,3217.99,36.0,,40014.87,leo,f,False,0.0
False,0.32,25017.78,36.0,17596.0,90021.53,gemi,m,True,0.0
False,0.3,20008.03,60.0,53723.0,150042.43,cance,m,False,0.0
False,0.37,10021.19,36.0,,30019.12,virg,m,False,0.0
True,0.34,15890.96,36.0,,32016.86,gemi,m,True,0.0
False,0.24,6441.33,36.0,44864.0,65032.69,leo,m,False,0.0
False,0.17,9038.26,36.0,10161.0,30030.79,capr,m,False,0.0
False,0.47,16018.3,60.0,0.0,40034.96,pisce,m,False,0.0
True,0.42,10523.63,36.0,26869.0,84011.08,taur,f,False,0.0
False,0.3,11206.22,36.0,,54032.72,,m,False,0.0
False,0.29,10591.45,60.0,,50021.83,libr,m,False,0.0
False,0.08,15032.06,36.0,29833.0,52029.65,libr,m,,0.0
False,0.24,11016.78,36.0,,36017.84,libr,f,,0.0
True,0.45,24011.38,60.0,,64500.11,,m,False,0.0
False,0.25,11877.15,36.0,25212.0,42576.17,cance,f,False,0.0
False,0.28,12018.6,36.0,,38018.4,,m,,0.0
,0.22,14033.96,60.0,38972.0,110012.03,virg,,False,0.0
False,0.37,10022.29,36.0,,81023.22,arie,m,True,0.0
False,0.19,10024.53,36.0,,125046.39,,f,True,0.0
,0.56,3013.81,60.0,20974.0,15513.23,,m,False,0.0
,,,,,,leo,,True,
False,0.44,12519.66,36.0,20000.0,52015.26,pisce,m,True,0.0
False,0.07,5015.83,36.0,,40016.85,cance,m,False,0.0
False,0.19,20031.73,36.0,58976.0,75031.17,cance,m,False,0.0
False,0.22,16791.85,36.0,,48014.44,libr,m,False,0.0
False,0.41,14138.04,36.0,35295.0,58023.96,scor,m,False,0.0
,0.27,22037.29,60.0,22218.0,49014.39,virg,,False,0.0
False,0.23,8517.42,36.0,,80023.62,libr,m,False,0.0
False,0.26,5017.51,36.0,,42011.54,,m,False,0.0
,0.27,15376.96,60.0,10476.0,38012.35,scor,m,False,0.0
True,0.41,16475.26,60.0,15779.0,58032.13,sagi,f,True,0.0
False,0.28,28023.45,36.0,83059.0,78022.69,pisce,m,False,0.0
False,0.28,5611.05,36.0,0.0,37033.47,cance,f,True,0.0
False,0.24,14015.13,36.0,6334.0,44023.19,,m,False,0.0
False,0.26,10022.03,36.0,84285.0,76022.56,,,False,0.0
True,0.42,8902.18,36.0,65366.0,80013.6,,m,,0.0
False,0.2,24258.85,60.0,,60011.32,taur,m,False,0.0
False,0.29,5418.66,36.0,30840.0,59023.2,cance,m,True,0.0
False,0.38,25018.07,60.0,,90018.29,cance,f,True,0.0
False,0.21,7210.09,36.0,6000.0,142013.38,cance,m,False,0.0
,0.31,18620.2,60.0,,40012.24,,,False,0.0
False,0.29,3629.32,36.0,0.0,70038.75,leo,f,True,0.0
False,0.21,6526.17,36.0,,92019.0,leo,m,False,0.0
,0.2,20037.02,60.0,31640.0,84909.66,gemi,,True,0.0
False,0.28,2716.56,36.0,,52219.13,,m,False,
,0.28,20030.45,60.0,,48003.4,leo,,,0.0
,0.23,27017.21,60.0,37250.0,80013.89,pisce,m,True,0.0
False,0.2,12024.92,36.0,45563.0,110021.07,cance,m,,1.0
True,0.2,15020.49,36.0,12875.0,80021.12,virg,f,True,0.0
True,0.2,2030.22,36.0,23000.0,46022.96,,m,False,0.0
False,0.1,15026.48,36.0,,72024.34,scor,m,False,0.0
False,0.11,20068.2,36.0,30500.0,79031.99,,m,False,0.0
False,0.25,24023.36,36.0,,95006.99,,m,False,0.0
True,0.31,11969.6,60.0,6326.0,70028.9,cance,m,True,0.0
False,0.26,6523.38,36.0,31408.0,64717.73,aqua,,,0.0
True,0.27,12012.52,60.0,,84026.15,capr,f,,0.0
False,0.14,20014.51,36.0,28000.0,150025.12,gemi,m,True,0.0
False,0.31,10683.05,36.0,13243.0,32029.46,cance,m,True,0.0
False,0.29,30015.1,36.0,,250020.17,virg,f,True,0.0
True,0.15,12008.41,36.0,44197.0,44030.77,gemi,f,False,0.0
False,0.32,10020.19,36.0,67823.0,65024.99,aqua,m,,0.0
False,0.37,1914.26,60.0,,18053.67,virg,m,,0.0
False,0.14,7021.43,36.0,,27635.97,libr,m,True,0.0
False,0.23,7228.59,36.0,19805.0,31220.8,gemi,m,True,0.0
False,0.22,24019.83,36.0,,58015.32,,m,True,0.0
False,0.18,15018.85,60.0,0.0,68027.89,gemi,m,,0.0
False,0.24,18019.92,36.0,34167.0,115024.59,libr,f,False,0.0
False,0.35,20167.58,60.0,70555.0,64032.78,scor,m,False,0.0
False,0.33,15271.78,36.0,108601.0,68029.78,,f,False,0.0
False,0.33,9016.24,36.0,29207.0,40019.1,scor,f,False,0.0
False,0.36,12014.23,36.0,27359.0,80012.67,pisce,f,False,0.0
False,0.15,3448.27,36.0,,112030.16,libr,m,True,0.0
True,0.42,5018.78,36.0,0.0,31445.29,leo,m,True,0.0
False,0.39,20156.4,36.0,89774.0,45028.24,aqua,m,True,0.0
False,0.13,10030.28,36.0,38962.0,127023.86,aqua,f,False,0.0
True,0.33,12647.76,36.0,36210.0,36033.91,,m,False,0.0
,0.46,35029.26,60.0,39638.0,178022.45,cance,,True,0.0
False,0.25,6029.33,36.0,0.0,50013.53,,m,True,0.0
False,0.32,12389.93,36.0,9525.0,93571.67,,m,False,0.0
False,0.4,33956.53,60.0,12845.0,76020.64,scor,f,False,0.0
False,0.36,4007.75,36.0,,86014.89,,,False,0.0
True,0.25,10403.33,36.0,23121.0,29717.16,cance,m,False,0.0
False,0.29,16031.25,36.0,42847.0,48012.86,virg,m,False,0.0
False,0.26,30025.74,60.0,75005.0,94027.2,virg,m,False,0.0
True,0.11,6014.01,36.0,,68015.18,leo,f,False,0.0
False,0.38,12208.0,36.0,64327.0,50014.1,leo,m,True,0.0
False,0.52,22030.01,60.0,64188.0,114191.97,arie,f,,0.0
False,0.38,20030.18,36.0,,68025.09,,m,False,0.0
False,0.19,25016.97,36.0,23970.0,140027.87,,m,False,0.0
False,0.11,15864.48,36.0,7875.0,36213.32,,m,True,0.0
False,0.41,10015.8,36.0,0.0,72015.33,cance,m,True,0.0
False,0.25,10010.68,36.0,61138.0,65024.39,virg,m,False,0.0
True,0.26,23872.27,60.0,31031.0,60024.83,arie,,False,0.0
False,0.31,23030.34,60.0,,59011.09,libr,m,True,0.0
True,0.25,9034.25,36.0,29279.0,41017.8,scor,m,True,0.0
False,0.23,10037.32,36.0,24970.0,65005.44,arie,m,True,0.0
False,0.28,14561.71,36.0,18061.0,55018.39,cance,m,False,0.0
False,0.27,3013.64,36.0,,88027.14,cance,m,True,0.0
True,0.29,12020.79,60.0,,51330.32,leo,m,False,0.0
False,0.35,22577.41,60.0,49260.0,63008.68,,m,False,0.0
False,0.31,16010.8,36.0,,96031.8,sagi,f,True,0.0
False,0.22,25012.35,36.0,,95017.52,leo,f,True,0.0
,0.23,30020.8,60.0,122986.0,90541.82,,,False,0.0
False,0.27,2347.77,36.0,6167.0,42026.11,,m,False,0.0
False,0.27,2030.29,36.0,57127.0,60521.72,capr,m,True,0.0
False,0.2,14007.75,36.0,56079.0,175020.09,aqua,m,True,0.0
False,0.37,20031.37,36.0,23783.0,45011.57,,m,True,0.0
True,0.4,28025.83,60.0,,120035.85,sagi,f,False,0.0
False,0.31,15031.28,36.0,0.0,40020.24,libr,m,False,0.0
,0.28,13224.62,60.0,50965.0,59036.39,,,False,0.0
False,0.33,18027.95,60.0,74081.0,62431.29,scor,m,False,0.0
False,0.31,12393.57,36.0,33743.0,227016.79,virg,m,False,0.0
False,0.34,4016.12,36.0,,55015.88,,m,False,0.0
True,0.15,10016.28,36.0,25447.0,135029.16,taur,m,True,0.0
False,0.22,25023.34,36.0,,72033.95,pisce,f,False,0.0
False,0.21,28510.25,36.0,14744.0,215020.67,leo,m,False,0.0
False,0.23,10015.36,36.0,0.0,88036.92,,f,False,0.0
True,0.26,28027.97,60.0,42541.0,95022.1,arie,m,False,0.0
False,0.32,21022.66,36.0,,98783.02,pisce,m,False,0.0
False,0.23,12033.32,36.0,13299.0,64018.25,,m,False,0.0
False,0.37,16836.15,60.0,0.0,61010.34,,m,False,0.0
False,0.3,11706.18,36.0,29115.0,35021.84,gemi,m,False,0.0
False,0.25,2018.9,36.0,0.0,110023.04,,m,False,0.0
True,0.2,10638.77,36.0,41104.0,70024.02,virg,m,False,0.0
,0.32,30020.79,60.0,51283.0,126019.56,aqua,,False,0.0
False,0.32,7217.77,36.0,,83024.98,cance,f,False,0.0
False,0.24,18036.12,36.0,75694.0,165020.47,scor,m,False,0.0
False,0.24,13013.29,36.0,13316.0,53019.5,libr,f,False,0.0
False,0.07,5034.1,36.0,,45025.69,cance,m,False,0.0
False,0.5,12012.42,60.0,0.0,68016.75,virg,m,True,0.0
False,0.25,24036.68,60.0,,65021.64,libr,m,False,0.0
False,0.48,5020.36,36.0,,47018.99,virg,m,False,0.0
False,0.18,9630.3,36.0,50000.0,79485.12,libr,m,False,0.0
False,0.17,20019.61,36.0,12348.0,50025.62,pisce,m,True,0.0
False,0.26,15017.58,36.0,0.0,105026.9,,m,True,0.0
False,0.11,16711.74,36.0,,33424.25,leo,m,False,0.0
False,0.22,6607.43,36.0,35321.0,32029.8,libr,m,False,0.0
False,0.33,25016.94,60.0,26833.0,60016.9,,f,False,0.0
False,0.18,21010.29,36.0,53795.0,120039.14,virg,m,True,0.0
False,0.27,12018.41,36.0,,85023.62,leo,m,True,0.0
False,0.34,4023.56,60.0,,74025.04,virg,m,False,0.0
False,0.27,2811.61,36.0,42304.0,75015.18,libr,m,False,0.0
False,0.18,15133.28,36.0,59066.0,61033.0,,f,False,0.0
,0.62,26525.55,60.0,0.0,60027.4,aqua,,True,0.0
,,,,,,taur,,False,
False,0.08,7219.7,36.0,,74039.67,libr,f,,0.0
False,0.33,12023.04,36.0,34170.0,80018.35,capr,m,False,0.0
False,0.39,4396.67,36.0,0.0,31962.43,capr,m,False,0.0
False,0.12,25027.87,36.0,73861.0,105021.1,aqua,m,False,0.0
False,0.11,23301.5,36.0,0.0,51789.48,,f,,0.0
False,0.21,7033.76,60.0,,45036.13,,f,True,0.0
True,0.26,12417.26,36.0,0.0,42026.25,leo,m,False,0.0
False,0.23,15004.22,36.0,5000.0,61514.1,,f,False,0.0
True,0.37,23697.37,60.0,25543.0,60031.25,gemi,m,False,0.0
True,0.18,22524.89,36.0,,50025.03,leo,m,True,0.0
True,0.29,6037.51,36.0,59256.0,30007.76,gemi,m,True,0.0
True,0.34,10425.62,36.0,10813.0,80027.87,arie,f,False,0.0
False,0.18,24947.53,60.0,30000.0,67029.13,libr,m,False,0.0
False,0.19,2532.58,36.0,,33518.97,virg,f,False,0.0
False,0.16,6021.14,36.0,62223.0,90027.42,pisce,f,False,0.0
False,0.45,19014.07,36.0,0.0,85023.98,arie,m,True,0.0
,0.3,16013.96,60.0,39099.0,55011.64,arie,,True,0.0
False,0.43,35015.39,60.0,6500.0,78012.95,scor,f,True,0.0
False,0.33,13039.49,36.0,0.0,101763.77,scor,f,,0.0
False,0.35,12846.39,36.0,35746.0,60028.07,leo,f,False,0.0
,0.27,20019.03,60.0,17833.0,78515.54,capr,f,,0.0
False,0.21,6017.17,36.0,,60031.83,,m,True,0.0
False,0.3,12024.92,36.0,22497.0,70031.52,,f,False,0.0
False,0.36,12027.1,60.0,20959.0,60035.26,gemi,f,,0.0
False,0.34,25017.25,60.0,49871.0,85025.69,cance,m,False,0.0
False,0.36,7012.28,36.0,0.0,28371.47,libr,f,False,0.0
False,0.13,4850.8,36.0,,45029.37,,m,,0.0
False,0.41,12040.43,36.0,158243.0,37525.98,arie,m,False,0.0
,0.28,17041.55,60.0,28494.0,55866.51,,,False,0.0
False,0.34,12399.77,36.0,46876.0,50011.34,aqua,m,False,0.0
False,0.31,10035.25,36.0,21115.0,63032.51,gemi,f,False,0.0
False,0.35,16024.31,36.0,38755.0,180019.73,capr,f,True,0.0
False,0.35,20029.61,36.0,61998.0,85020.69,taur,m,True,0.0
True,0.22,2728.72,36.0,0.0,29011.03,,f,False,0.0
False,0.28,10024.21,36.0,57365.0,60928.42,scor,m,False,0.0
True,0.3,5072.18,36.0,,29015.14,capr,f,True,0.0
False,0.44,7786.18,36.0,0.0,25033.75,libr,f,True,0.0
True,0.29,7025.48,36.0,11620.0,45028.74,pisce,f,False,0.0
True,0.28,14039.09,36.0,,100153.64,capr,,False,0.0
False,0.1,9025.71,36.0,16070.0,67545.16,virg,f,False,0.0
False,0.26,6028.91,36.0,0.0,68357.59,virg,m,False,0.0
False,0.1,5627.56,36.0,,120024.21,virg,,True,0.0
False,0.36,21028.12,36.0,0.0,90019.43,,m,False,0.0
False,0.34,13572.15,36.0,141916.0,205043.98,pisce,m,False,0.0
False,0.31,25025.13,36.0,52384.0,90032.37,,m,False,0.0
False,0.23,5526.43,36.0,0.0,56018.27,virg,m,False,0.0
,0.27,4033.6,60.0,12000.0,50025.19,scor,,True,0.0
False,0.2,4505.1,36.0,,36022.09,libr,f,True,0.0
False,0.07,15017.17,36.0,,60012.66,pisce,m,True,0.0
,0.38,20015.32,60.0,47622.0,58018.88,capr,m,True,0.0
False,0.26,8426.42,36.0,77696.0,95011.43,,m,False,0.0
False,0.42,27632.08,60.0,72832.0,95021.41,gemi,m,,0.0
False,0.24,10023.85,36.0,53636.0,80011.34,libr,f,False,0.0
False,0.27,6016.06,36.0,,54025.32,,m,True,0.0
False,0.42,10021.88,36.0,6700.0,80027.95,scor,m,False,0.0
False,0.24,25028.03,36.0,73066.0,106011.18,scor,f,False,0.0
False,0.4,13421.06,60.0,,46514.21,capr,m,False,0.0
True,0.17,10018.01,36.0,0.0,30037.23,gemi,m,False,0.0
False,0.26,12424.31,36.0,,105023.42,,f,True,0.0
False,0.13,8019.22,36.0,0.0,75926.08,libr,m,False,0.0
False,0.42,6559.61,36.0,3500.0,60417.43,scor,m,False,0.0
False,0.21,17020.52,36.0,4782.0,50040.22,arie,,True,0.0
False,0.25,11215.28,36.0,36494.0,90011.72,,f,,0.0
,0.2,15025.69,60.0,39000.0,69311.12,leo,,True,0.0
,0.29,10013.74,60.0,14374.0,45024.26,,,True,0.0
False,0.25,19630.19,60.0,47068.0,50028.4,gemi,m,False,0.0
False,0.25,8019.58,36.0,7940.0,50033.97,scor,m,False,0.0
True,0.16,5401.98,36.0,,37040.88,cance,m,False,0.0
True,0.39,18027.15,36.0,,76782.29,aqua,m,True,0.0
False,0.29,15010.34,36.0,34223.0,102036.91,virg,m,,0.0
False,0.21,10037.92,36.0,45422.0,40010.31,virg,m,False,0.0
False,0.22,20010.47,60.0,58480.0,84016.59,gemi,m,False,0.0
False,0.42,16010.21,60.0,44763.0,50023.84,arie,f,False,0.0
True,0.55,21020.61,60.0,,82028.38,,m,True,0.0
False,0.37,7019.37,36.0,129317.0,180022.9,aqua,f,True,0.0
False,0.36,5629.87,36.0,,66438.27,capr,,True,0.0
True,0.29,35011.78,60.0,,150025.99,sagi,f,True,0.0
False,0.41,14031.36,60.0,27083.0,100021.74,arie,m,True,0.0
True,0.22,14017.94,60.0,,47075.41,sagi,m,False,0.0
,0.2,29207.81,60.0,,59222.54,,f,False,0.0
False,0.3,4838.5,36.0,53988.0,50030.56,cance,m,False,0.0
False,0.24,10021.24,36.0,,106002.9,libr,m,False,0.0
True,0.24,29718.16,60.0,,75015.59,,f,False,0.0
False,0.16,13009.51,36.0,0.0,48044.78,libr,,False,0.0
,0.41,13662.79,60.0,45869.0,58015.99,,,True,0.0
False,0.17,25012.68,36.0,89454.0,150027.18,libr,f,False,0.0
False,0.23,10026.5,36.0,,88737.83,aqua,m,False,0.0
False,0.33,16007.79,36.0,,480021.87,libr,f,True,0.0
False,0.07,8511.65,36.0,,25018.79,arie,m,True,0.0
False,0.28,10126.01,36.0,10167.0,29385.35,virg,,False,0.0
True,0.37,10014.57,36.0,,50027.85,pisce,f,False,0.0
False,0.29,7018.5,36.0,46872.0,57786.26,leo,m,False,0.0
,,,,,,taur,,True,
False,0.38,15012.46,60.0,,100025.8,aqua,m,False,0.0
False,0.14,9616.79,36.0,,48021.79,,m,True,0.0
True,0.31,9010.43,36.0,22909.0,44010.57,cance,m,True,0.0
False,0.3,20024.71,36.0,86444.0,200015.43,cance,m,True,0.0
False,0.21,5016.71,36.0,,30024.84,,f,True,0.0
True,0.45,25016.48,60.0,71909.0,70018.92,,f,,0.0
True,0.29,18560.25,60.0,,55915.64,sagi,m,,0.0
False,0.51,15025.29,36.0,0.0,37011.11,virg,m,False,0.0
False,0.26,6030.71,36.0,,40019.55,,m,True,0.0
False,0.47,15519.82,60.0,185503.0,120026.72,taur,m,True,0.0
False,0.21,6969.41,36.0,19041.0,76974.45,,m,True,0.0
False,0.35,23121.06,60.0,47358.0,89024.56,virg,m,False,0.0
False,0.35,24023.81,36.0,0.0,85022.38,,m,False,0.0
False,0.22,31325.74,36.0,17481.0,70044.35,libr,f,False,0.0
,0.36,17990.59,60.0,25033.0,50013.18,pisce,,False,0.0
False,0.25,20029.36,36.0,,90028.64,gemi,f,True,0.0
,,,,,,leo,,False,
False,0.29,7030.85,36.0,,38032.44,scor,m,True,0.0
False,0.32,16968.81,60.0,43700.0,160010.17,,f,False,0.0
False,0.12,17622.55,36.0,49508.0,50027.23,virg,m,False,0.0
False,0.09,8510.16,36.0,40825.0,75029.25,leo,f,False,0.0
False,0.26,12011.6,36.0,35761.0,47512.24,capr,,False,0.0
False,0.3,5390.23,36.0,,58032.84,gemi,m,False,0.0
False,0.26,2415.45,36.0,,30027.55,,m,False,0.0
True,0.38,8036.21,36.0,14800.0,40013.2,leo,f,True,0.0
False,0.29,7510.53,36.0,0.0,60011.31,virg,f,False,0.0
False,0.43,14504.94,36.0,,43018.3,virg,m,True,0.0
False,0.26,12017.97,36.0,0.0,60032.83,,f,False,0.0
False,0.23,10021.34,36.0,,90020.61,virg,m,True,0.0
True,0.26,16973.06,60.0,84352.0,120036.1,,m,,0.0
True,0.22,4010.91,36.0,,75026.63,pisce,m,False,0.0
False,0.42,5014.71,36.0,29500.0,24865.18,gemi,m,False,0.0
False,0.24,28037.01,36.0,55199.0,112032.35,libr,m,False,0.0
,0.2,6024.16,60.0,9000.0,41019.65,pisce,,True,0.0
False,0.37,12028.43,36.0,,109006.02,,m,False,0.0
False,0.25,6025.49,36.0,,50023.79,scor,m,False,0.0
False,0.17,26522.47,36.0,0.0,60014.51,virg,f,True,0.0
True,0.33,5018.75,36.0,,45012.6,capr,m,True,0.0
False,0.24,1896.4,36.0,0.0,40030.61,gemi,m,False,0.0
True,0.27,2528.04,36.0,0.0,32014.79,pisce,m,True,0.0
False,0.17,20023.03,60.0,28374.0,51623.62,scor,f,True,0.0
,0.26,20032.57,60.0,28561.0,85010.39,,,True,0.0
,0.36,15010.85,60.0,60672.0,58026.37,,,True,0.0
True,0.42,6024.75,36.0,9881.0,29024.2,,m,False,0.0
False,0.25,19517.97,60.0,23852.0,59025.01,,f,False,0.0
False,0.41,10539.62,36.0,25337.0,66423.39,leo,m,True,0.0
False,0.21,14025.01,60.0,,45054.71,libr,f,True,0.0
False,0.3,20033.33,60.0,0.0,60027.43,,f,True,0.0
False,0.14,5034.46,36.0,0.0,29035.88,scor,m,True,0.0
,0.4,28127.89,60.0,8000.0,63040.79,,,True,0.0
False,0.25,16014.39,36.0,,75017.06,leo,m,False,0.0
False,0.33,10117.99,36.0,0.0,63027.53,,m,False,0.0
False,0.32,22022.65,60.0,,55029.91,scor,m,False,0.0
False,0.3,8021.92,36.0,18295.0,31032.04,cance,m,True,0.0
False,0.53,6316.66,36.0,45701.0,28517.85,aqua,m,False,0.0
False,0.07,8529.03,36.0,,65016.98,,f,,0.0
False,0.18,26726.23,60.0,115855.0,102033.93,,m,False,0.0
,,,,,,,m,False,
False,0.3,25017.84,60.0,,75020.26,leo,m,False,0.0
,0.39,25024.97,60.0,51219.0,60020.55,gemi,m,True,0.0
False,0.23,5012.59,36.0,28309.0,80018.26,leo,m,False,0.0
False,0.26,18109.1,60.0,0.0,50853.69,libr,m,False,0.0
False,0.24,11009.49,36.0,,49019.54,cance,f,True,0.0
,0.37,16772.02,60.0,0.0,38024.66,gemi,,True,0.0
True,0.24,16826.22,60.0,,34016.9,virg,m,False,0.0
False,0.38,10027.59,36.0,13720.0,108013.16,capr,,True,0.0
False,0.18,23299.06,60.0,22606.0,66025.25,libr,m,True,0.0
False,0.21,22524.97,36.0,,185041.22,gemi,m,False,0.0
False,0.15,15035.88,36.0,116763.0,285021.52,,f,False,0.0
False,0.35,5020.79,60.0,56971.0,98386.23,,m,,0.0
False,0.23,10007.76,36.0,,49025.78,cance,m,True,0.0
False,0.47,17613.85,60.0,36834.0,80021.04,arie,m,True,0.0
False,0.23,20012.39,36.0,17000.0,55015.21,pisce,f,True,0.0
True,0.24,16041.95,60.0,15346.0,78741.09,pisce,m,True,0.0
True,0.25,2024.1,36.0,0.0,22011.06,libr,m,False,0.0
False,0.31,4216.51,36.0,49610.0,57519.19,arie,,False,0.0
True,0.62,14580.02,60.0,25197.0,55031.58,,f,True,0.0
False,0.21,14145.38,36.0,17144.0,52013.68,virg,m,,0.0
False,0.23,22029.96,60.0,,115033.26,scor,m,False,0.0
True,0.28,4023.45,36.0,,25031.97,,f,False,0.0
False,0.35,17518.92,36.0,22798.0,40023.06,pisce,f,False,0.0
False,0.16,3021.72,36.0,26176.0,92019.75,aqua,m,True,0.0
False,0.39,12032.94,36.0,14687.0,90014.24,,m,False,0.0
False,0.19,11030.78,36.0,30193.0,42044.25,,f,False,0.0
False,0.22,34489.12,36.0,107895.0,115008.38,aqua,m,True,0.0
True,0.29,14015.77,60.0,105788.0,90024.5,gemi,m,True,0.0
False,0.26,24024.87,60.0,117121.0,76517.13,scor,f,True,0.0
False,0.29,7526.57,36.0,,51009.08,pisce,m,False,0.0
False,0.21,3518.97,36.0,,66033.01,arie,m,False,0.0
True,0.23,10019.86,36.0,10500.0,75027.36,capr,f,True,0.0
True,0.19,8523.25,36.0,0.0,45031.63,scor,m,False,0.0
False,0.38,10017.0,36.0,43737.0,60029.45,gemi,m,False,0.0
False,0.45,6726.89,36.0,21675.0,30014.39,cance,,False,0.0
False,0.33,2016.89,36.0,,36018.75,scor,m,False,0.0
False,0.36,24019.89,60.0,72558.0,150031.51,virg,m,True,0.0
False,0.17,6826.56,36.0,,60028.76,gemi,f,True,0.0
,0.26,24009.26,60.0,16350.0,75034.94,leo,,True,0.0
False,0.25,3016.53,36.0,,50046.82,cance,m,True,0.0
False,0.2,30019.86,36.0,7934.0,144019.08,gemi,f,False,0.0
False,0.28,21010.44,60.0,26873.0,100014.55,cance,f,False,0.0
False,0.26,8336.18,36.0,17821.0,24007.12,gemi,m,False,0.0
,,,,,,,,True,
True,0.27,15031.32,36.0,0.0,45013.74,taur,m,False,0.0
False,0.35,22832.58,60.0,56000.0,58018.89,arie,f,False,0.0
False,0.25,6042.78,36.0,,51014.36,virg,m,False,0.0
,0.43,12021.85,60.0,180531.0,48428.0,cance,,True,0.0
False,0.19,7021.49,36.0,,40024.32,arie,m,True,0.0
False,0.25,22264.17,60.0,0.0,50388.54,,f,True,0.0
True,0.31,3514.34,36.0,0.0,35011.27,leo,m,True,0.0
False,0.2,10818.01,36.0,50840.0,72013.57,,m,False,0.0
False,0.3,35010.94,36.0,97181.0,570012.79,,m,False,0.0
False,0.22,8018.92,36.0,19616.0,65030.89,,m,False,0.0
False,0.38,2416.42,36.0,,52015.76,,f,False,0.0
False,0.24,12030.66,36.0,0.0,65018.57,capr,m,True,0.0
False,0.17,21023.23,36.0,,90025.36,,m,False,0.0
False,0.38,3016.61,36.0,,71064.2,libr,,False,0.0
False,0.19,4216.37,36.0,38930.0,111031.26,,m,False,0.0
True,0.19,11276.15,36.0,9917.0,62639.57,,f,False,0.0
